# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
glycogen biosynthesis I (from ADP-D-Glucose)|GLYCOGENSYNTH-PWY|Glycogen and Starch Biosynthesis|GLYCOGEN-BIOSYN|0.38243717|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCOGENSYNTH-PWY
pyrimidine deoxyribonucleotides dephosphorylation|PWY-7206|||0.38750777|1.6666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7206
palmitate biosynthesis II (bacteria and plants)|PWY-5971|Palmitate Biosynthesis|Palmitate-Biosynthesis|0.3893114|3.1612904|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5971
heme biosynthesis II (anaerobic)|HEMESYN2-PWY|Heme Biosynthesis|HEME-SYN|0.39148104|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=HEMESYN2-PWY
flavin biosynthesis I (bacteria and plants)|RIBOSYN2-PWY|Flavin Biosynthesis|Flavin-Biosynthesis|0.40143266|1.4444444|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=RIBOSYN2-PWY
5-aminoimidazole ribonucleotide biosynthesis I|PWY-6121|5-Aminoimidazole Ribonucleotide Biosynthesis|AIR-Biosynthesis|0.40290347|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6121
guanosine deoxyribonucleotides de novo biosynthesis II|PWY-7222|Guanosine Deoxyribonucleotides De Novo Biosynthesis|Guanosine-Deoxy-Denovo-Biosynthesis|0.40627518|1.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7222
adenosine deoxyribonucleotides de novo biosynthesis II|PWY-7220|Adenosine Deoxyribonucleotides De Novo Biosynthesis|Adenosine-Deoxy-Denovo-Bbiosynthesis|0.40627518|1.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7220
pyrimidine deoxyribonucleotide phosphorylation|PWY-7197|||0.41138756|1.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7197
UTP and CTP dephosphorylation I|PWY-7185|UTP and CTP Dephosphorylation|UTP-CTP-Dephosphorylation|0.4163924|2.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7185
adenosylcobalamin salvage from cobinamide I|COBALSYN-PWY|Adenosylcobalamin Salvage from Cobinamide|B12-Salvage-From-Cobinamide|0.41868484|1.1666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=COBALSYN-PWY
methanesulfonate degradation|PWY-6044|||0.42313886|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6044
ferulate degradation|PWY-6343|Vanillin Biosynthesis|Vanillin-Biosynthesis|0.42313886|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6343
(R,R)-butanediol degradation|PWY3O-246|2,3-Butanediol Degradation|2-3-Butanediol-Degradation|0.42313886|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-246
(R,R)-butanediol biosynthesis|PWY-5951|Butanediol Biosynthesis|Butanediol-Biosynthesis|0.42313886|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5951
glutathione-glutaredoxin redox reactions|GLUT-REDOX-PWY|||0.42313886|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUT-REDOX-PWY
putrescine biosynthesis III|PWY-46|Putrescine Biosynthesis|Putrescine-Biosynthesis|0.42313886|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-46
superoxide radicals degradation|DETOX1-PWY|Reactive Oxygen Species Degradation|REACTIVE-OXYGEN-SPECIES-DEGRADATION|0.42313886|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=DETOX1-PWY
L-ornithine degradation I (L-proline biosynthesis)|ORN-AMINOPENTANOATE-CAT-PWY|L-proline Biosynthesis|PROLINE-SYN|0.42313886|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ORN-AMINOPENTANOATE-CAT-PWY
L-cysteine degradation II|LCYSDEG-PWY|L-cysteine Degradation|CYSTEINE-DEG|0.42313886|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LCYSDEG-PWY
L-methionine degradation II|PWY-701|L-methionine Degradation|METHIONINE-DEG|0.42313886|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-701
L-asparagine biosynthesis II|ASPARAGINESYN-PWY|L-asparagine Biosynthesis|ASPARAGINE-SYN|0.42313886|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINESYN-PWY
L-glutamine degradation II|GLUTAMINEFUM-PWY|L-glutamine Degradation|GLUTAMINE-DEG|0.42313886|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMINEFUM-PWY
L-glutamate biosynthesis I|GLUTSYN-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|0.42313886|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTSYN-PWY
pyruvate decarboxylation to acetyl CoA|PYRUVDEHYD-PWY|||0.42313886|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRUVDEHYD-PWY
fatty acid beta-oxidation III (unsaturated, odd number)|PWY-5137|||0.42313886|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5137
glycine cleavage|GLYCLEAV-PWY|Glycine Degradation|GLYCINE-DEG|0.42313886|2.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCLEAV-PWY
mannitol degradation I|MANNIDEG-PWY|||0.42313886|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MANNIDEG-PWY
L-asparagine degradation I|ASPARAGINE-DEG1-PWY|L-asparagine Degradation|ASPARAGINE-DEG|0.42313886|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINE-DEG1-PWY
L-ornithine biosynthesis I|GLUTORN-PWY|L-Ornithine Biosynthesis|L-Ornithine-Biosynthesis|0.43356952|1.8|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTORN-PWY
L-phenylalanine degradation I (aerobic)|PHENYLALANINE-DEG1-PWY|L-phenylalanine Degradation|PHENYLALANINE-DEG|0.4343796|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PHENYLALANINE-DEG1-PWY
2-aminoethylphosphonate degradation I|PHOSPHONOTASE-PWY|2-Aminoethylphosphonate-Degradation|2-Aminoethylphosphonate-Degradation|0.4343796|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PHOSPHONOTASE-PWY
adenosylcobalamin biosynthesis from cobyrinate a,c-diamide II|PWY-5508|Adenosylcobalamin Biosynthesis from Cobyrinate Diamide|B12-Biosynthesis-From-Cobyrinate-Diamide|0.43515837|1.1111112|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5508
NAD biosynthesis I (from aspartate)|PYRIDNUCSYN-PWY|NAD Biosynthesis|NAD-SYN|0.43554768|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRIDNUCSYN-PWY
dTDP-L-rhamnose biosynthesis I|DTDPRHAMSYN-PWY|dTDP-L-Rhamnose-Biosynthesis|dTDP-L-Rhamnose-Biosynthesis|0.43799594|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=DTDPRHAMSYN-PWY
[2Fe-2S] iron-sulfur cluster biosynthesis|PWY-7250|||0.44|1.3|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7250
bis(guanylyl molybdenum cofactor) biosynthesis|PWY-7639|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7639
myo-inositol biosynthesis|PWY-2301|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2301
curcumin degradation|PWY0-1527|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1527
menaquinol-7 biosynthesis|PWY-5839|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5839
(Kdo)2-lipid A biosynthesis I|KDO-LIPASYN-PWY|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=KDO-LIPASYN-PWY
thioredoxin pathway|THIOREDOX-PWY|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=THIOREDOX-PWY
manganese oxidation II|PWY-6592|Manganese Oxidation|Manganese-Oxidation|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6592
parathion degradation|PARATHION-DEGRADATION-PWY|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PARATHION-DEGRADATION-PWY
methylglyoxal degradation II|PWY-901|Methylglyoxal Detoxification|Methylglyoxal-Detoxification|0.44000003|2.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-901
glutaminyl-tRNAgln biosynthesis via transamidation|PWY-5921|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5921
thiamine triphosphate metabolism|PWY-7369|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7369
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis|PWY0-1587|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1587
pyrimidine ribonucleosides salvage II|PWY-6556|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6556
L-homoserine biosynthesis|HOMOSERSYN-PWY|||0.45050123|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSERSYN-PWY
siroheme biosynthesis|PWY-5194|||0.4571774|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5194
L-leucine degradation I|LEU-DEG2-PWY|L-leucine Degradation|LEUCINE-DEG|0.4711771|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=LEU-DEG2-PWY
glycogen degradation II|PWY-5941|Glycogen Degradation|Glycogen-Degradation|0.4721479|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5941
quinate degradation I|QUINATEDEG-PWY|Quinate Degradation|Quinate-Degradation|0.4751029|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=QUINATEDEG-PWY
L-lysine biosynthesis I|DAPLYSINESYN-PWY|L-lysine Biosynthesis|LYSINE-SYN|0.4756706|1.5555556|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=DAPLYSINESYN-PWY
gallate degradation I|GALLATE-DEGRADATION-II-PWY|Gallate Degradation|GALLATE-DEG|0.4816822|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GALLATE-DEGRADATION-II-PWY
fatty acid biosynthesis initiation I|PWY-4381|||0.4820366|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4381
2-methylcitrate cycle I|PWY0-42|2-Methylcitrate Cycle|Methyl-Citrate-Cycle|0.48638797|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-42
CDP-diacylglycerol biosynthesis II|PWY0-1319|CDP-diacylglycerol Biosynthesis|CDP-diacylglycerol-Biosynthesis|0.48676568|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1319
L-leucine biosynthesis|LEUSYN-PWY|L-leucine Biosynthesis|LEUCINE-SYN|0.49427572|1.1666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LEUSYN-PWY
5-aminoimidazole ribonucleotide biosynthesis II|PWY-6122|5-Aminoimidazole Ribonucleotide Biosynthesis|AIR-Biosynthesis|0.49427572|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6122
nicotinate degradation I|PWY-722|Nicotinate Degradation|Nicotinate-Degradation|0.49482837|1.1666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-722
pentose phosphate pathway (oxidative branch)|OXIDATIVEPENT-PWY|Pentose Phosphate Pathways|Pentose-Phosphate-Cycle|0.49482837|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=OXIDATIVEPENT-PWY
anhydromuropeptides recycling|PWY0-1261|||0.49707627|1.1|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1261
preQ0 biosynthesis|PWY-6703|||0.50103694|1.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6703
cardiolipin biosynthesis I|PWY-5668|Cardiolipin Biosynthesis|Cardiolipin-Biosynthesis|0.5079746|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5668
L-histidine degradation II|PWY-5028|L-histidine Degradation|HISTIDINE-DEG|0.521514|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5028
coenzyme A biosynthesis I|COA-PWY|Coenzyme A Biosynthesis|CoA-Biosynthesis|0.5373541|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=COA-PWY
CMP-3-deoxy-D-manno-octulosonate biosynthesis|PWY-1269|CMP-3-deoxy-D-manno-octulosonate Biosynthesis|CMP-KDO-Biosynthesis|0.5373541|1.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1269
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|PWY-6387|UDP-N-Acetylmuramoyl-Pentapeptide Biosynthesis|Acetylmuramoyl-Pentapeptide-Biosynthesis|0.5373541|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6387
molybdenum cofactor biosynthesis|PWY-6823|Molybdenum Cofactor Biosynthesis|Molybdenum-Cofactor-Biosynthesis|0.53876895|1.1428572|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6823
ubiquinol-8 biosynthesis (prokaryotic)|PWY-6708|||0.5415694|0.875|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6708
adenine salvage|PWY-6610|Adenine and Adenosine Salvage|Adenine-Adenosine-Salvage|0.54170024|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6610
L-glutamate degradation II|GLUTDEG-PWY|L-glutamate Degradation|GLUTAMATE-DEG|0.55962193|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTDEG-PWY
proline to cytochrome bo oxidase electron transfer|PWY0-1544|||0.5620739|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1544
Entner-Doudoroff pathway I|ENTNER-DOUDOROFF-PWY|Entner-Duodoroff Pathways|Entner-Duodoroff-Pathways|0.5620739|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ENTNER-DOUDOROFF-PWY
L-citrulline degradation|CITRULLINE-DEG-PWY|||0.56569123|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=CITRULLINE-DEG-PWY
sulfate activation for sulfonation|PWY-5340|||0.56569123|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5340
4-aminobutanoate degradation III|PWY-6536|4-Aminobutanoate Degradation|4-Aminobutyraye-Degradation|0.56569123|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6536
shikimate degradation I|SHIKIMATEDEG-PWY|Shikimate Degradation|Shikimate-Degradation|0.57139266|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SHIKIMATEDEG-PWY
glycerophosphodiester degradation|PWY-6952|Glycerol Degradation|GLYCEROL-DEG|0.57139266|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6952
glycerol degradation I|PWY-4261|Glycerol Degradation|GLYCEROL-DEG|0.57139266|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4261
phenylethylamine degradation II|PWY-6534|Phenylethylamine Degradation|Phenylethylamine-Degradation|0.57139266|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6534
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis|PWY-6890|4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis|HMP-PP-Biosynthesis|0.57139266|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6890
folate polyglutamylation|PWY-2161|||0.5746338|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2161
biotin biosynthesis from 8-amino-7-oxononanoate I|PWY0-1507|Biotin Biosynthesis|BIOTIN-SYN|0.5754259|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1507
L-selenocysteine biosynthesis I (bacteria)|PWY0-901|L-selenocysteine Biosynthesis|Selenocysteine-Biosynthesis|0.5754259|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-901
urate degradation to allantoin I|PWY-5691|Urate Degradation|Urate-Degradation|0.5754259|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5691
tetrapyrrole biosynthesis I (from glutamate)|PWY-5188|Tetrapyrrole Biosynthesis|Tetrapyrrole-Biosynthesis|0.5754259|1.1666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5188
stearate biosynthesis II (bacteria and plants)|PWY-5989|Stearate Biosynthesis|Stearate-Biosynthesis|0.5810463|3.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5989
L-valine biosynthesis|VALSYN-PWY|L-valine Biosynthesis|VALINE-BIOSYNTHESIS|0.58126163|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=VALSYN-PWY
glycolate and glyoxylate degradation I|GLYCOLATEMET-PWY|Glycolate Degradation|Glycolate-Degradation|0.58333606|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCOLATEMET-PWY
L-valine degradation I|VALDEG-PWY|L-valine Degradation|VALINE-DEG|0.5853154|1.625|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=VALDEG-PWY
methylglyoxal degradation I|PWY-5386|Methylglyoxal Detoxification|Methylglyoxal-Detoxification|0.5866667|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5386
trehalose biosynthesis V|PWY-2661|Trehalose Biosynthesis|Trehalose-biosynthesis|0.5866667|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2661
phenylacetate degradation I (aerobic)|PWY0-321|Phenylacetate Degradation|Phenylacetate-Degradation|0.5993225|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-321
glutathione biosynthesis|GLUTATHIONESYN-PWY|||0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTATHIONESYN-PWY
3-oxoadipate degradation|PWY-2361|||0.60098094|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2361
thiamine diphosphate biosynthesis I (E. coli)|PWY-6894|Thiamine Diphosphate Biosynthesis|Thiamin-Diphosphate-Biosynthesis|0.60098094|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6894
L-cysteine biosynthesis I|CYSTSYN-PWY|L-cysteine Biosynthesis|CYSTEINE-SYN|0.60098094|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=CYSTSYN-PWY
xanthine and xanthosine salvage|SALVPURINE2-PWY|Purine Nucleotide Salvage|Purine-Nucleotides-Salvage|0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SALVPURINE2-PWY
lipoate biosynthesis and incorporation I|PWY0-501|Lipoate Biosynthesis|Lipoate-Biosynthesis|0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-501
L-tryptophan biosynthesis|TRPSYN-PWY|L-typtophan Biosynthesis|TRYPTOPHAN-BIOSYNTHESIS|0.61127067|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TRPSYN-PWY
phosphopantothenate biosynthesis I|PANTO-PWY|Pantothenate Biosynthesis|Pantothenate-Biosynthesis|0.6262752|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PANTO-PWY
guanosine ribonucleotides de novo biosynthesis|PWY-7221|||0.6262752|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7221
L-tyrosine degradation I|TYRFUMCAT-PWY|L-tyrosine Degradation|TYROSINE-DEG|0.63165504|1.6|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TYRFUMCAT-PWY
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|PWY-6282|Palmitoleate Biosynthesis|Palmitoleate-Biosynthesis|0.63368213|2.7777777|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6282
chorismate biosynthesis from 3-dehydroquinate|PWY-6163|Chorismate Biosynthesis|Chorismate-Biosynthesis|0.6337539|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6163
(5Z)-dodec-5-enoate biosynthesis|PWY0-862|Unsaturated Fatty Acid Biosynthesis|Unsaturated-Fatty-Acids-Biosynthesis|0.640327|2.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-862
pyridoxal 5'-phosphate biosynthesis I|PYRIDOXSYN-PWY|Vitamin B6 Biosynthesis|Vitamin-B6-Biosynthesis|0.6412068|0.875|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRIDOXSYN-PWY
oleate biosynthesis IV (anaerobic)|PWY-7664|Oleate Biosynthesis|Oleate-Biosynthesis|0.6515688|2.7857144|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7664
two-component alkanesulfonate monooxygenase|ALKANEMONOX-PWY|||0.6515694|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ALKANEMONOX-PWY
vanillin and vanillate degradation II|PWY-7098|Vanillin Degradation|Vanillin-Degradation|0.6515694|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7098
Kdo transfer to lipid IVA I|KDOSYN-PWY|Kdo Transfer to Lipid IVA|KDO-Lipid-IV-Transfer|0.6515694|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=KDOSYN-PWY
ethylene glycol degradation|PWY0-1280|||0.6515694|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1280
palmitoleate biosynthesis II (plants and bacteria)|PWY-5366|Palmitoleate Biosynthesis|Palmitoleate-Biosynthesis|0.6515694|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5366
vanillin and vanillate degradation I|PWY-7097|Vanillin Degradation|Vanillin-Degradation|0.6515694|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7097
L-alanine degradation I|ALADEG-PWY|L-alanine Degradation|ALANINE-DEG|0.6515694|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ALADEG-PWY
urea degradation I|PWY-5703|Urea Degradation|Urea-Degradation|0.6515694|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5703
L-threonine biosynthesis|HOMOSER-THRESYN-PWY|L-threonine Biosynthesis|THREONINE-BIOSYNTHESIS|0.6515694|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSER-THRESYN-PWY
ppGpp biosynthesis|PPGPPMET-PWY|||0.6571898|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PPGPPMET-PWY
putrescine degradation II|PWY0-1221|Putrescine Degradation|Putrescine-Degradation|0.66|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1221
